label,word_count,character_count,capital_letters_count,digit_count,punctuation_count,capital_ratio,digit_ratio,punctuation_ratio,sentiment_score,rating
1,16,84,3,0,4,0.035714286,0,0.047619048,0.9571,5
1,15,84,1,0,2,0.011904762,0,0.023809524,-0.204,3
1,17,87,2,0,2,0.022988506,0,0.022988506,0.9217,4
1,19,86,1,0,1,0.011627907,0,0.011627907,0,1
1,19,90,3,1,1,0.033333333,0.011111111,0.011111111,0.3716,5
1,18,94,2,0,1,0.021276596,0,0.010638298,0.8481,5
1,18,81,4,0,2,0.049382716,0,0.024691358,0.5719,5
1,18,85,2,0,2,0.023529412,0,0.023529412,0.6369,5
1,16,90,2,0,2,0.022222222,0,0.022222222,0.3612,1
1,18,80,2,0,1,0.025,0,0.0125,0.5719,5
1,16,84,2,2,2,0.023809524,0.023809524,0.023809524,0.765,5
0,10,55,2,0,2,0.036363636,0,0.036363636,0.5719,5
0,10,49,1,0,1,0.020408163,0,0.020408163,0.6249,5
0,9,51,1,0,4,0.019607843,0,0.078431373,0,5
0,10,54,1,0,3,0.018518519,0,0.055555556,0.7491,5
0,10,45,1,0,1,0.022222222,0,0.022222222,0.4753,5
0,9,55,3,0,4,0.054545455,0,0.072727273,0.8074,5
0,10,51,1,0,2,0.019607843,0,0.039215686,0.6696,5
0,7,51,2,0,2,0.039215686,0,0.039215686,0.8126,5
0,10,48,2,0,1,0.041666667,0,0.020833333,0.6997,5
0,10,55,1,0,2,0.018181818,0,0.036363636,0.7713,1
0,10,48,3,0,3,0.0625,0,0.0625,0.3612,5
0,9,64,3,0,4,0.046875,0,0.0625,0.8957,5
0,10,46,1,0,2,0.02173913,0,0.043478261,-0.6582,1
0,10,62,0,0,1,0,0,0.016129032,0.8316,5
0,10,57,2,0,1,0.035087719,0,0.01754386,0.8122,5
0,10,43,0,0,1,0,0,0.023255814,0.7845,5
0,10,49,1,0,1,0.020408163,0,0.020408163,0.5508,5
0,9,49,3,0,2,0.06122449,0,0.040816327,0.7964,5
0,10,64,0,0,5,0,0,0.078125,0.855,5
0,10,49,3,0,2,0.06122449,0,0.040816327,0.7574,5
0,10,51,2,0,2,0.039215686,0,0.039215686,0.4754,5
0,10,59,2,0,3,0.033898305,0,0.050847458,0.836,5
0,10,62,2,0,2,0.032258065,0,0.032258065,0.5719,5
0,10,47,2,0,1,0.042553191,0,0.021276596,0,4
0,10,57,1,0,3,0.01754386,0,0.052631579,0,3
0,7,31,1,0,1,0.032258065,0,0.032258065,0,4
0,9,45,0,0,1,0,0,0.022222222,0.6249,5
0,10,44,1,0,0,0.022727273,0,0,0.6908,5
0,10,55,2,0,3,0.036363636,0,0.054545455,-0.4965,3
0,9,49,1,0,1,0.020408163,0,0.020408163,0,5
0,10,49,1,1,1,0.020408163,0.020408163,0.020408163,0,3
0,10,58,1,0,3,0.017241379,0,0.051724138,0.2732,5
0,10,53,0,0,3,0,0,0.056603774,0,1
0,10,59,3,0,5,0.050847458,0,0.084745763,0.6249,5
0,10,50,0,0,2,0,0,0.04,0.6293,5
0,10,62,3,0,3,0.048387097,0,0.048387097,0.9186,5
0,10,42,0,0,0,0,0,0,0.7964,5
0,10,59,2,0,2,0.033898305,0,0.033898305,0.8204,5
0,10,60,2,0,0,0.033333333,0,0,0.6249,5
0,10,50,1,0,1,0.02,0,0.02,0.5411,5
0,10,48,2,0,2,0.041666667,0,0.041666667,-0.5777,2
0,9,59,2,0,3,0.033898305,0,0.050847458,0.8908,5
0,10,45,1,0,1,0.022222222,0,0.022222222,0.7506,4
0,10,52,1,0,2,0.019230769,0,0.038461538,0.9162,5
0,10,62,5,0,1,0.080645161,0,0.016129032,0,5
0,9,59,4,0,2,0.06779661,0,0.033898305,0.7531,5
0,10,61,3,0,3,0.049180328,0,0.049180328,0.8689,5
0,10,61,2,0,2,0.032786885,0,0.032786885,0.9369,5
0,9,57,2,0,2,0.035087719,0,0.035087719,0.7574,5
0,9,42,2,0,2,0.047619048,0,0.047619048,0.7178,5
0,10,56,1,0,0,0.017857143,0,0,-0.2263,1
0,10,55,1,0,2,0.018181818,0,0.036363636,0.7717,4
0,10,64,2,0,2,0.03125,0,0.03125,0.8074,5
0,9,42,0,0,1,0,0,0.023809524,-0.6113,2
0,9,46,6,0,2,0.130434783,0,0.043478261,0.8832,5
1,17,83,2,0,2,0.024096386,0,0.024096386,0,3
1,17,82,2,0,2,0.024390244,0,0.024390244,0.4019,5
1,16,98,2,0,2,0.020408163,0,0.020408163,0.8478,5
1,17,78,2,0,3,0.025641026,0,0.038461538,0.8555,4
1,18,86,2,0,1,0.023255814,0,0.011627907,0.8555,5
1,17,102,2,0,3,0.019607843,0,0.029411765,0.128,5
1,17,90,3,0,3,0.033333333,0,0.033333333,0.9115,5
1,10,54,2,0,3,0.037037037,0,0.055555556,0.4927,2
1,18,85,2,0,2,0.023529412,0,0.023529412,0.6908,5
1,16,90,2,0,4,0.022222222,0,0.044444444,0.8519,5
1,14,69,5,0,3,0.072463768,0,0.043478261,0.807,5
1,14,72,2,0,2,0.027777778,0,0.027777778,0.4215,5
1,18,84,1,0,2,0.011904762,0,0.023809524,0.1796,5
1,15,71,5,0,3,0.070422535,0,0.042253521,0.8122,5
1,16,88,2,0,3,0.022727273,0,0.034090909,0.8255,5
1,20,88,2,0,0,0.022727273,0,0,0,3
1,16,102,2,0,3,0.019607843,0,0.029411765,0.8976,5
1,18,77,2,0,1,0.025974026,0,0.012987013,0,3
1,16,84,2,0,2,0.023809524,0,0.023809524,0.4754,5
1,15,96,1,0,3,0.010416667,0,0.03125,0.5423,5
1,16,88,2,0,4,0.022727273,0,0.045454545,0.624,5
1,10,69,1,0,4,0.014492754,0,0.057971014,0.7269,5
1,14,69,2,0,2,0.028985507,0,0.028985507,0.875,5
1,17,88,2,0,2,0.022727273,0,0.022727273,0,1
1,15,70,2,0,2,0.028571429,0,0.028571429,0.4926,5
1,19,87,2,0,1,0.022988506,0,0.011494253,0.54,5
1,14,76,2,0,3,0.026315789,0,0.039473684,0.0772,5
1,15,78,3,0,3,0.038461538,0,0.038461538,0.5562,5
1,18,88,2,0,1,0.022727273,0,0.011363636,0.5719,5
1,18,83,2,0,2,0.024096386,0,0.024096386,0.1796,5
1,12,61,2,0,3,0.032786885,0,0.049180328,0.784,5
1,11,58,2,0,3,0.034482759,0,0.051724138,-0.7096,1
1,18,84,2,0,1,0.023809524,0,0.011904762,0.7178,4
1,18,83,2,0,1,0.024096386,0,0.012048193,0.8225,5
1,18,92,4,0,4,0.043478261,0,0.043478261,0.6562,5
1,16,65,2,0,3,0.030769231,0,0.046153846,0.8264,5
1,18,90,1,0,2,0.011111111,0,0.022222222,0.7184,5
1,17,78,2,0,1,0.025641026,0,0.012820513,0.765,2
1,12,64,3,0,3,0.046875,0,0.046875,0.7261,3
1,16,75,2,0,4,0.026666667,0,0.053333333,-0.5261,5
1,12,55,2,0,3,0.036363636,0,0.054545455,0.9281,5
1,17,85,3,0,1,0.035294118,0,0.011764706,0,4
1,17,101,3,0,2,0.02970297,0,0.01980198,0.9392,5
1,19,84,1,0,1,0.011904762,0,0.011904762,0.8689,5
1,17,89,3,0,3,0.033707865,0,0.033707865,0.8478,5
1,12,62,2,0,4,0.032258065,0,0.064516129,0.807,5
1,17,83,2,0,1,0.024096386,0,0.012048193,0.5719,5
1,14,61,11,0,2,0.180327869,0,0.032786885,0,1
1,17,78,3,0,2,0.038461538,0,0.025641026,-0.4517,4
1,13,89,3,0,4,0.033707865,0,0.04494382,-0.1429,3
0,10,53,2,1,2,0.037735849,0.018867925,0.037735849,-0.296,1
0,11,76,2,0,2,0.026315789,0,0.026315789,0.796,5
0,11,56,1,0,2,0.017857143,0,0.035714286,0.7871,5
0,11,57,1,0,0,0.01754386,0,0,0,5
0,11,60,1,0,1,0.016666667,0,0.016666667,0.4215,3
0,10,51,2,0,2,0.039215686,0,0.039215686,0.7964,5
0,10,56,2,0,3,0.035714286,0,0.053571429,0.6588,5
0,11,65,1,0,1,0.015384615,0,0.015384615,-0.5187,4
0,11,57,1,0,1,0.01754386,0,0.01754386,0.3291,4
0,10,63,1,0,2,0.015873016,0,0.031746032,0.8481,5
0,11,59,1,0,1,0.016949153,0,0.016949153,0.2382,4
0,10,55,2,0,4,0.036363636,0,0.072727273,0.8877,5
0,10,50,2,0,2,0.04,0,0.04,0.6588,5
0,11,49,1,0,1,0.020408163,0,0.020408163,0.765,5
0,10,56,2,0,2,0.035714286,0,0.035714286,0.8684,5
0,11,69,1,0,1,0.014492754,0,0.014492754,-0.0887,5
0,7,61,0,0,5,0,0,0.081967213,0,1
0,11,60,1,0,2,0.016666667,0,0.033333333,0.8545,4
0,11,59,0,0,0,0,0,0,0.8126,5
0,11,53,1,0,0,0.018867925,0,0,0.6249,5
0,10,41,0,0,0,0,0,0,0.8429,5
0,11,69,2,0,2,0.028985507,0,0.028985507,0.6467,5
0,11,64,1,0,1,0.015625,0,0.015625,0.5859,5
0,10,52,2,0,3,0.038461538,0,0.057692308,0.7579,5
0,10,50,2,0,1,0.04,0,0.02,0.7311,5
0,11,71,2,0,2,0.028169014,0,0.028169014,0.8519,5
0,11,69,0,0,0,0,0,0,0.5574,5
0,11,55,2,0,3,0.036363636,0,0.054545455,0.9062,5
0,11,57,2,0,2,0.035087719,0,0.035087719,0.6032,3
0,11,58,2,0,1,0.034482759,0,0.017241379,0.6249,5
0,11,49,1,0,0,0.020408163,0,0,0.2023,3
0,11,71,2,0,4,0.028169014,0,0.056338028,0.8834,5
0,11,45,4,0,1,0.088888889,0,0.022222222,0.7717,5
0,11,58,3,0,2,0.051724138,0,0.034482759,0.2263,5
0,11,55,2,0,1,0.036363636,0,0.018181818,0.2023,3
0,11,58,2,0,2,0.034482759,0,0.034482759,0.6249,3
0,11,52,2,0,2,0.038461538,0,0.038461538,0.6249,5
0,11,60,4,0,3,0.066666667,0,0.05,0.6637,5
0,11,49,2,0,0,0.040816327,0,0,0.6369,5
0,10,49,2,0,1,0.040816327,0,0.020408163,0.8555,4
0,11,67,1,0,2,0.014925373,0,0.029850746,0.7269,5
0,11,52,4,0,1,0.076923077,0,0.019230769,0.5719,5
0,10,51,2,0,2,0.039215686,0,0.039215686,-0.12,1
0,11,55,1,0,2,0.018181818,0,0.036363636,0,4
0,11,53,1,0,1,0.018867925,0,0.018867925,0.3506,3
0,11,56,3,0,2,0.053571429,0,0.035714286,0.7506,5
0,10,71,2,0,3,0.028169014,0,0.042253521,0.8225,5
0,10,53,4,0,1,0.075471698,0,0.018867925,0.5267,4
0,11,60,1,0,1,0.016666667,0,0.016666667,0.4215,5
0,12,74,2,0,2,0.027027027,0,0.027027027,0.4404,4
1,12,61,2,0,3,0.032786885,0,0.049180328,0.8883,5
1,15,67,25,2,4,0.373134328,0.029850746,0.059701493,-0.6687,1
1,12,52,3,0,6,0.057692308,0,0.115384615,0,5
1,14,67,3,0,2,0.044776119,0,0.029850746,0.836,5
1,17,82,1,0,1,0.012195122,0,0.012195122,0.4215,5
1,17,89,1,0,2,0.011235955,0,0.02247191,-0.4939,2
1,17,85,1,0,3,0.011764706,0,0.035294118,-0.5516,4
1,14,85,5,0,3,0.058823529,0,0.035294118,0.784,5
1,13,59,3,0,3,0.050847458,0,0.050847458,0.5095,5
1,17,80,1,0,2,0.0125,0,0.025,-0.1513,5
1,17,72,6,0,2,0.083333333,0,0.027777778,0.875,5
1,18,87,2,0,1,0.022988506,0,0.011494253,0.8553,4
1,18,81,2,0,1,0.024691358,0,0.012345679,0.4404,5
1,12,67,3,0,3,0.044776119,0,0.044776119,0.8701,4
1,20,90,1,0,0,0.011111111,0,0,0.3384,1
1,12,78,3,0,3,0.038461538,0,0.038461538,0.8555,5
1,17,93,2,0,2,0.021505376,0,0.021505376,0.8807,5
1,16,78,0,0,2,0,0,0.025641026,0.7264,5
1,14,75,3,0,3,0.04,0,0.04,0.8999,4
1,13,81,6,0,3,0.074074074,0,0.037037037,0.8494,2
1,16,83,2,0,1,0.024096386,0,0.012048193,0.7906,5
1,14,70,3,0,4,0.042857143,0,0.057142857,0.802,5
1,15,76,2,0,2,0.026315789,0,0.026315789,0.8297,5
1,15,80,4,0,2,0.05,0,0.025,0.4404,5
1,18,89,2,0,1,0.02247191,0,0.011235955,0.807,5
1,13,61,2,0,2,0.032786885,0,0.032786885,0.836,5
1,12,68,3,0,1,0.044117647,0,0.014705882,0.836,5
1,16,71,2,0,3,0.028169014,0,0.042253521,0.4215,5
1,17,88,2,0,2,0.022727273,0,0.022727273,0.4215,5
1,16,85,2,0,3,0.023529412,0,0.035294118,0.6369,5
1,16,83,2,0,2,0.024096386,0,0.024096386,0.8356,4
1,17,78,2,0,1,0.025641026,0,0.012820513,0.4215,5
1,17,88,1,0,1,0.011363636,0,0.011363636,0.8555,5
1,16,77,7,0,3,0.090909091,0,0.038961039,0.6833,5
1,14,73,2,0,2,0.02739726,0,0.02739726,0.6249,5
1,16,74,3,0,2,0.040540541,0,0.027027027,0.9136,5
1,18,82,2,0,1,0.024390244,0,0.012195122,0.6588,4
1,15,74,3,0,2,0.040540541,0,0.027027027,0.7717,5
1,16,81,3,0,2,0.037037037,0,0.024691358,0.872,5
1,18,87,3,0,1,0.034482759,0,0.011494253,0.8655,5
1,16,83,2,0,2,0.024096386,0,0.024096386,0.7351,3
1,18,87,3,0,2,0.034482759,0,0.022988506,0.6546,5
1,17,88,2,0,2,0.022727273,0,0.022727273,0.7845,5
1,12,63,1,0,3,0.015873016,0,0.047619048,0.8849,5
1,18,85,1,0,1,0.011764706,0,0.011764706,-0.4404,1
1,18,79,2,0,2,0.025316456,0,0.025316456,0.8537,4
1,15,84,3,0,3,0.035714286,0,0.035714286,0.5563,5
1,18,85,3,0,2,0.035294118,0,0.023529412,0.0107,5
0,13,70,2,0,3,0.028571429,0,0.042857143,0.8993,5
0,12,54,1,0,2,0.018518519,0,0.037037037,0,4
0,12,58,2,0,2,0.034482759,0,0.034482759,-0.6808,1
0,8,40,2,0,2,0.05,0,0.05,-0.4215,5
0,12,74,3,0,3,0.040540541,0,0.040540541,0.8957,5
0,12,52,2,1,2,0.038461538,0.019230769,0.038461538,0.2732,4
0,10,51,2,0,2,0.039215686,0,0.039215686,0.8016,5
0,12,56,2,0,1,0.035714286,0,0.017857143,0.6588,5
0,12,53,2,0,4,0.037735849,0,0.075471698,0.7783,3
0,12,81,2,0,3,0.024691358,0,0.037037037,0.4019,5
0,12,71,1,0,1,0.014084507,0,0.014084507,0.6115,5
0,12,69,3,0,2,0.043478261,0,0.028985507,0.6696,5
0,12,57,2,0,2,0.035087719,0,0.035087719,0,3
0,12,66,2,0,2,0.03030303,0,0.03030303,0.8173,5
0,12,51,2,0,1,0.039215686,0,0.019607843,0,5
0,12,62,0,0,2,0,0,0.032258065,0.75,4
0,10,52,1,0,2,0.019230769,0,0.038461538,-0.1695,5
0,11,57,2,0,3,0.035087719,0,0.052631579,0.7648,5
0,9,57,2,0,2,0.035087719,0,0.035087719,0,4
0,12,52,1,0,0,0.019230769,0,0,0.4404,5
0,10,83,1,0,8,0.012048193,0,0.096385542,0.5719,5
0,12,60,1,0,1,0.016666667,0,0.016666667,-0.2755,1
0,14,79,2,0,5,0.025316456,0,0.063291139,0.6908,3
0,12,58,0,0,2,0,0,0.034482759,0.4215,2
0,11,58,3,0,2,0.051724138,0,0.034482759,0.7783,5
0,12,71,2,0,1,0.028169014,0,0.014084507,0.7351,5
0,12,74,2,0,3,0.027027027,0,0.040540541,0.875,5
0,11,66,2,0,3,0.03030303,0,0.045454545,0.8553,5
0,12,66,1,0,2,0.015151515,0,0.03030303,0.4215,4
0,10,70,3,0,3,0.042857143,0,0.042857143,0.5719,5
0,12,71,0,0,3,0,0,0.042253521,-0.1027,3
0,12,49,1,0,3,0.020408163,0,0.06122449,0.4215,3
0,12,54,1,2,1,0.018518519,0.037037037,0.018518519,-0.4767,4
0,16,85,2,0,3,0.023529412,0,0.035294118,0.8503,5
0,12,64,3,0,1,0.046875,0,0.015625,0.8622,5
0,12,68,2,0,1,0.029411765,0,0.014705882,0.8805,5
0,12,63,2,0,0,0.031746032,0,0,0.4466,2
0,12,66,2,0,3,0.03030303,0,0.045454545,0.8442,5
0,8,45,1,0,2,0.022222222,0,0.044444444,-0.7096,5
0,8,47,1,0,1,0.021276596,0,0.021276596,0.7841,5
0,12,85,1,0,1,0.011764706,0,0.011764706,0,5
0,11,64,3,0,3,0.046875,0,0.046875,0.7783,5
0,11,59,2,2,4,0.033898305,0.033898305,0.06779661,0.6908,5
0,12,62,0,0,1,0,0,0.016129032,0.6557,5
0,11,79,2,0,3,0.025316456,0,0.037974684,0.5719,5
0,11,79,7,0,12,0.088607595,0,0.151898734,0.7405,5
0,12,59,2,0,3,0.033898305,0,0.050847458,-0.795,1
0,11,58,2,0,2,0.034482759,0,0.034482759,0.4404,5
1,12,72,4,0,3,0.055555556,0,0.041666667,0.7783,5
1,19,88,3,0,1,0.034090909,0,0.011363636,0.6697,5
1,17,82,2,0,1,0.024390244,0,0.012195122,0.8807,5
1,13,92,1,0,7,0.010869565,0,0.076086957,0.6369,5
1,12,59,1,0,3,0.016949153,0,0.050847458,0.4019,5
1,17,79,2,0,2,0.025316456,0,0.025316456,0.8439,5
1,17,92,1,0,2,0.010869565,0,0.02173913,0,5
1,16,71,3,0,2,0.042253521,0,0.028169014,0,1
1,17,84,1,0,1,0.011904762,0,0.011904762,0.3492,5
1,16,93,3,0,3,0.032258065,0,0.032258065,-0.3412,2
1,15,80,3,0,2,0.0375,0,0.025,0.7845,5
1,17,88,2,0,3,0.022727273,0,0.034090909,0.1154,5
1,14,60,2,0,2,0.033333333,0,0.033333333,0.8264,5
1,17,78,2,0,2,0.025641026,0,0.025641026,0.8622,5
1,16,68,3,2,2,0.044117647,0.029411765,0.029411765,0.6369,5
1,17,98,3,0,3,0.030612245,0,0.030612245,0.9299,5
1,18,83,2,0,1,0.024096386,0,0.012048193,0.5719,5
1,15,78,3,0,2,0.038461538,0,0.025641026,0.6249,5
1,17,89,2,0,2,0.02247191,0,0.02247191,0.8462,4
1,14,74,3,0,3,0.040540541,0,0.040540541,0.8553,5
1,12,59,2,0,2,0.033898305,0,0.033898305,0.6478,4
1,16,74,3,0,3,0.040540541,0,0.040540541,0.836,5
1,19,94,0,0,1,0,0,0.010638298,0.2732,4
1,13,71,2,0,3,0.028169014,0,0.042253521,0.836,5
1,16,90,1,0,1,0.011111111,0,0.011111111,-0.4019,5
1,12,85,3,0,4,0.035294118,0,0.047058824,0.8834,5
1,16,89,2,0,1,0.02247191,0,0.011235955,0.3182,1
1,9,71,1,2,4,0.014084507,0.028169014,0.056338028,0,5
1,16,80,3,0,4,0.0375,0,0.05,0.8999,5
1,12,95,3,0,4,0.031578947,0,0.042105263,0.7003,5
1,19,94,2,0,1,0.021276596,0,0.010638298,0.4927,5
1,17,84,2,0,2,0.023809524,0,0.023809524,0.4404,3
1,11,80,1,0,2,0.0125,0,0.025,0.8067,4
1,15,90,2,0,4,0.022222222,0,0.044444444,-0.2411,4
1,18,81,2,0,1,0.024691358,0,0.012345679,0.3802,4
1,15,77,1,0,2,0.012987013,0,0.025974026,0,4
1,17,84,3,0,2,0.035714286,0,0.023809524,0.9042,5
1,15,75,3,0,3,0.04,0,0.04,0.9118,5
1,16,90,2,0,2,0.022222222,0,0.022222222,0.4927,5
1,16,76,1,0,2,0.013157895,0,0.026315789,0.8834,5
1,14,71,3,0,4,0.042253521,0,0.056338028,-0.2755,3
1,18,90,5,0,2,0.055555556,0,0.022222222,0,2
1,17,92,2,0,3,0.02173913,0,0.032608696,0.3353,5
1,18,90,1,0,2,0.011111111,0,0.022222222,0.3252,5
1,17,77,3,0,2,0.038961039,0,0.025974026,0.8313,3
0,13,80,2,0,2,0.025,0,0.025,0.7906,3
0,13,71,2,0,2,0.028169014,0,0.028169014,0.8684,5
0,11,66,3,0,3,0.045454545,0,0.045454545,-0.4767,1
0,13,71,2,0,3,0.028169014,0,0.042253521,0.6771,5
0,13,69,2,0,2,0.028985507,0,0.028985507,0.4215,5
0,12,74,1,0,2,0.013513514,0,0.027027027,0.6249,3
0,13,70,3,1,5,0.042857143,0.014285714,0.071428571,0,1
0,13,65,0,0,3,0,0,0.046153846,0,4
0,13,70,1,0,2,0.014285714,0,0.028571429,0.7003,5
0,13,65,2,0,2,0.030769231,0,0.030769231,-0.6377,1
0,13,72,3,0,4,0.041666667,0,0.055555556,-0.3412,5
0,13,67,1,0,0,0.014925373,0,0,0,4
0,12,68,1,0,2,0.014705882,0,0.029411765,0.7717,5
0,12,68,0,0,3,0,0,0.044117647,0,4
0,12,59,2,0,2,0.033898305,0,0.033898305,0.6369,5
0,11,63,3,0,1,0.047619048,0,0.015873016,0.7425,5
0,13,69,1,0,1,0.014492754,0,0.014492754,0.8402,5
0,13,71,2,0,3,0.028169014,0,0.042253521,0.4404,5
0,13,83,1,0,2,0.012048193,0,0.024096386,0.6908,4
0,12,70,2,0,2,0.028571429,0,0.028571429,0.6913,5
0,13,69,1,0,1,0.014492754,0,0.014492754,0.6588,5
0,12,66,4,0,4,0.060606061,0,0.060606061,0.6808,5
0,11,71,2,0,2,0.028169014,0,0.028169014,0.891,4
0,12,61,1,0,2,0.016393443,0,0.032786885,-0.8381,1
0,13,68,1,0,1,0.014705882,0,0.014705882,-0.2755,1
0,13,71,1,0,3,0.014084507,0,0.042253521,0.7351,4
0,13,76,2,0,3,0.026315789,0,0.039473684,0.9136,5
0,13,67,5,0,2,0.074626866,0,0.029850746,0.4215,5
0,8,92,2,0,9,0.02173913,0,0.097826087,0.4404,5
0,13,79,1,0,4,0.012658228,0,0.050632911,0.7261,3
0,13,67,2,0,4,0.029850746,0,0.059701493,0.2958,5
0,13,73,2,0,2,0.02739726,0,0.02739726,0.34,5
0,10,71,3,0,3,0.042253521,0,0.042253521,0.9042,5
0,12,64,2,0,2,0.03125,0,0.03125,0,5
0,13,76,3,0,3,0.039473684,0,0.039473684,0.4927,5
0,13,72,1,0,1,0.013888889,0,0.013888889,0.8316,5
0,13,77,11,0,5,0.142857143,0,0.064935065,0.9358,5
0,9,33,1,0,1,0.03030303,0,0.03030303,0.4404,5
0,13,68,1,0,2,0.014705882,0,0.029411765,0.6597,5
0,13,67,2,0,2,0.029850746,0,0.029850746,0,5
0,13,69,3,0,0,0.043478261,0,0,0,3
0,13,70,1,0,4,0.014285714,0,0.057142857,0.4404,5
0,10,65,1,0,4,0.015384615,0,0.061538462,0.6249,5
0,12,60,2,0,3,0.033333333,0,0.05,0.9115,5
0,13,58,1,0,2,0.017241379,0,0.034482759,0.7906,4
1,18,82,2,0,2,0.024390244,0,0.024390244,-0.0516,5
1,15,74,2,0,3,0.027027027,0,0.040540541,-0.2755,1
1,7,63,50,0,6,0.793650794,0,0.095238095,0.7163,5
1,15,79,3,0,3,0.037974684,0,0.037974684,0,5
1,17,90,2,0,1,0.022222222,0,0.011111111,0,5
1,15,86,1,0,2,0.011627907,0,0.023255814,0.836,5
1,15,78,1,0,2,0.012820513,0,0.025641026,0.872,4
1,17,76,2,0,2,0.026315789,0,0.026315789,0.8979,5
1,12,83,7,0,5,0.084337349,0,0.060240964,0.9441,5
1,16,89,3,0,3,0.033707865,0,0.033707865,0,1
1,18,82,3,0,2,0.036585366,0,0.024390244,0.2382,5
1,16,73,4,0,3,0.054794521,0,0.04109589,0.7316,5
1,16,83,1,0,3,0.012048193,0,0.036144578,0.891,4
1,17,73,2,0,2,0.02739726,0,0.02739726,0.624,5
1,14,79,2,0,4,0.025316456,0,0.050632911,-0.3252,5
1,17,86,3,0,2,0.034883721,0,0.023255814,0.9184,5
1,14,91,2,0,3,0.021978022,0,0.032967033,0.0873,4
1,18,89,1,0,2,0.011235955,0,0.02247191,0.5719,5
1,18,95,2,0,1,0.021052632,0,0.010526316,0,3
1,17,78,2,0,1,0.025641026,0,0.012820513,0,5
1,16,91,5,0,4,0.054945055,0,0.043956044,0,5
1,16,86,2,0,2,0.023255814,0,0.023255814,-0.5256,5
1,12,87,3,0,4,0.034482759,0,0.045977011,0.6956,3
1,17,84,5,0,2,0.05952381,0,0.023809524,0.68,5
1,16,69,1,0,3,0.014492754,0,0.043478261,0,5
1,14,66,2,0,2,0.03030303,0,0.03030303,0.836,5
1,15,81,3,0,3,0.037037037,0,0.037037037,0.6369,5
1,12,69,2,0,2,0.028985507,0,0.028985507,0.7783,4
1,18,82,2,0,1,0.024390244,0,0.012195122,0.6808,5
1,17,86,2,0,2,0.023255814,0,0.023255814,-0.5452,4
1,18,86,2,0,1,0.023255814,0,0.011627907,0.8016,5
1,18,92,2,0,1,0.02173913,0,0.010869565,0.5106,5
1,14,67,31,0,3,0.462686567,0,0.044776119,0.4767,4
